Name,Date,Payment
Ken Black,26.01.2010,488
Deborah Brumfield,17.12.2011,4152
Deborah Brumfield,18.10.2011,323
Marc Crier,05.02.2011,17131
Denise Monton,24.02.2010,209
Scot Wooten,28.11.2012,34
Dave Brooks,13.03.2010,2555
Marc Crier,01.02.2009,3279
Denise Monton,17.12.2011,213
Keith Dawkins,04.10.2009,376
Steve Chapman,06.02.2011,707
Steve Chapman,06.02.2011,190
Marc Crier,01.11.2010,87
Marc Crier,01.11.2010,754
Steve Chapman,07.11.2012,212
Logan Currie,19.10.2011,6483
Logan Currie,19.10.2011,138
John Lee,16.11.2009,540
Keith Dawkins,19.02.2010,16
Keith Dawkins,03.11.2011,466
John Lee,03.04.2012,153
Marc Crier,03.09.2011,27
Joe Elijah,17.07.2010,225
Joe Elijah,17.07.2010,1042
Marc Crier,08.04.2009,33
Steve Chapman,19.11.2011,1503
Steve Chapman,19.11.2011,11
Steve Chapman,19.11.2011,2337
Steve Chapman,19.11.2011,29345
Steve Chapman,26.02.2010,3355
Steve Chapman,26.02.2010,2865
Steve Chapman,26.02.2010,66
Ken Black,04.01.2012,743
John Lee,31.01.2009,2188
Marc Crier,26.09.2009,6181
Joe Elijah,22.09.2010,284
Steve Chapman,25.06.2010,49
John Lee,24.04.2011,1601
John Lee,07.02.2009,321
John Lee,07.02.2009,262
Cynthia Delaney,22.08.2009,57
Keith Dawkins,29.11.2010,113
Denise Monton,03.05.2011,94
Marc Crier,02.06.2012,1291
Keith Dawkins,26.04.2010,110
Keith Dawkins,26.04.2010,55
Ed Braxton,16.12.2011,1070
Marc Crier,01.07.2009,1968
Marc Crier,01.07.2009,53
Lindsay Williams,12.09.2012,8188
Lindsay Williams,24.06.2009,284
John Lee,26.08.2010,309
John Lee,26.08.2010,413
Ed Braxton,11.04.2012,103
Joe Elijah,16.01.2009,504
Keith Dawkins,24.08.2009,1615
Keith Dawkins,24.08.2009,2119
Ed Braxton,30.08.2011,272
Cynthia Delaney,06.09.2010,5369
Cynthia Delaney,06.09.2010,1440
Marc Crier,06.11.2012,122
Scot Wooten,05.11.2011,48
Joe Elijah,28.08.2010,505
Joe Elijah,28.08.2010,649
Ed Braxton,14.02.2011,830
Ed Braxton,14.02.2011,837
Stefanie Holloman,26.01.2009,393
Stefanie Holloman,26.01.2009,7332
Ed Braxton,14.04.2012,1504
Ed Braxton,26.09.2010,745
Ed Braxton,26.09.2010,3087
Phillip Flathmann,20.07.2011,20
Corey Catlett,29.02.2012,152
Ed Braxton,11.01.2012,438
Ed Braxton,11.01.2012,275
Valerie Takahito,11.09.2011,568
Penelope Sewall,06.04.2011,311
Sean Braxton,28.09.2009,690
Valerie Dominguez,17.08.2012,210
Susan MacKendrick,01.01.2010,162
Susan MacKendrick,01.01.2010,447
Susan MacKendrick,01.01.2010,4193
Thais Sissman,17.02.2012,60
Valerie Dominguez,19.06.2010,1661
Tanja Norvell,25.01.2010,494
Linda Southworth,14.09.2010,2150
Linda Southworth,14.09.2010,448
Michael Moore,26.08.2012,3629
Patrick Ryan,23.10.2012,147
Troy Blackwell,16.10.2011,8317
Troy Blackwell,16.10.2011,2143
Thais Sissman,23.01.2012,2080
Thais Sissman,23.01.2012,145
Thais Sissman,23.01.2012,1559
Ross Baird,19.09.2009,788
Ross Baird,11.12.2009,566
Ross Baird,11.12.2009,593
Ross Baird,11.12.2009,89
Tracy Zic,11.04.2010,98
Jack Garza,04.08.2010,65
Gary McGarr,27.07.2009,2152
Mick Crebagga,07.01.2011,4669
Mick Crebagga,07.01.2011,133
Roy Skaria,23.11.2009,2394
Roy Skaria,23.11.2009,6178
Roy Skaria,23.11.2009,95
Roy Skaria,17.05.2009,21
Steven Ward,26.11.2011,77
Tanja Norvell,16.09.2012,222
Tanja Norvell,16.09.2012,78
Tanja Norvell,30.09.2009,993
Ryan Crowe,28.03.2009,295
Roy Skaria,12.09.2012,283
Roy Skaria,12.09.2012,724
Roy Skaria,12.09.2012,295
Steven Ward,09.01.2010,16172
Irene Maddox,01.11.2011,4734
Irene Maddox,01.11.2011,2718
Nick Radford,15.08.2012,199
Nick Radford,15.08.2012,282
Theresa Swint,03.05.2011,2206
Theresa Swint,03.05.2011,621
Theresa Swint,03.05.2011,176
Maurice Satty,06.04.2009,385
Henry Goldwyn,29.12.2009,134
Henry Goldwyn,29.12.2009,5433
Mick Crebagga,14.08.2009,93
Roy Skaria,15.08.2010,21063
Victor Price,06.01.2009,22
Victor Price,06.01.2009,130
Maureen Grace,29.05.2010,3682
Eric Hoffmann,30.09.2010,2300
Eric Hoffmann,30.09.2010,548
Jill Stevenson,27.02.2012,1425
Evan Bailliet,12.01.2012,31
Meg Tillman,03.06.2009,11058
Gary McGarr,12.05.2011,10446
Russell D'Ascenzo,13.05.2012,66
Gary Hwang,20.06.2012,198
Meg Tillman,05.05.2010,4936
Joseph Airdo,22.03.2011,151
Joseph Airdo,22.03.2011,308
Emily Ducich,09.04.2009,86
Emily Ducich,09.04.2009,14378
Emily Ducich,09.04.2009,994
Emily Ducich,09.04.2009,9559
Stewart Visinsky,28.05.2011,172
Tanja Norvell,02.06.2011,772
Linda Southworth,03.01.2010,1768
Linda Southworth,03.01.2010,277
Linda Southworth,03.01.2010,178
Henry Goldwyn,16.10.2011,2638
Henry Goldwyn,16.10.2011,157
Steven Cartwright,20.08.2010,293
Steven Cartwright,18.05.2012,1161
Sue Ann Reed,08.08.2011,106
Irene Maddox,22.03.2012,132
Thais Sissman,19.06.2009,10123
Thais Sissman,19.06.2009,204
Thais Sissman,19.06.2009,116
Sanjit Engle,07.08.2010,1058
Katherine Ducich,17.01.2009,299
Katherine Ducich,17.01.2009,566
Victor Price,27.01.2009,377
Tanja Norvell,30.06.2011,140
Eric Hoffmann,01.08.2012,40
Eric Hoffmann,01.08.2012,1273
Mike Gockenbach,12.09.2011,351
Tanja Norvell,09.11.2010,50
Tanja Norvell,09.11.2010,1832
Tracy Zic,02.06.2010,600
Tracy Zic,02.06.2010,10331
Thais Sissman,19.04.2010,3662
Thais Sissman,19.04.2010,329
Tom Zandusky,04.08.2010,1676
Tom Zandusky,04.08.2010,1406
Tom Zandusky,04.08.2010,1772
Thais Sissman,11.03.2011,127
Sue Ann Reed,25.09.2009,63
Theresa Swint,23.05.2010,260
Theresa Swint,23.05.2010,35
Theresa Swint,23.05.2010,431
Denny Joy,21.06.2010,55
Denny Joy,21.06.2010,52
Denny Joy,21.06.2010,108
Steven Ward,18.11.2009,175
Henia Zydlo,04.02.2009,74
Henia Zydlo,04.02.2009,229
Henia Zydlo,04.02.2009,6089
Tracy Collins,24.06.2011,840
Tracy Collins,24.06.2011,1663
Valerie Dominguez,18.07.2010,746
Michael Moore,27.09.2011,474
Natalie Webber,04.10.2009,1548
Natalie Webber,04.10.2009,55
Toby Knight,12.03.2010,2186
Toby Knight,12.03.2010,1324
Maria Zettner,31.01.2009,258
Nick Radford,07.08.2012,6217
Thea Hudgings,17.09.2010,766
Natalie Webber,04.12.2012,103
Ross Baird,27.09.2010,2175
Maurice Satty,24.12.2012,51
Maria Zettner,15.07.2012,427
Tanja Norvell,28.05.2009,550
Linda Southworth,01.01.2011,63
Roy Skaria,01.10.2009,7157
Ryan Crowe,08.11.2009,6482
Natalie Webber,22.11.2012,2469
Sue Ann Reed,23.10.2010,463
Jill Stevenson,21.01.2011,997
Penelope Sewall,06.02.2012,2358
Gary Hwang,01.01.2011,73
Roy Skaria,27.06.2012,99
Nora Pelletier,30.09.2012,26
Matthew Clasen,22.05.2012,320
Thea Hudgings,16.12.2012,204
Gary Hwang,17.01.2010,224
Nora Pelletier,24.06.2011,131
Nora Pelletier,24.06.2011,13572
Denny Joy,16.12.2009,79
Valerie Takahito,23.09.2012,789
Valerie Takahito,23.09.2012,365
Valerie Dominguez,30.10.2011,67
Valerie Dominguez,30.10.2011,312
Gary Hwang,01.11.2012,71
Victor Price,24.06.2012,90
Natalie Webber,14.03.2010,478
Jack Garza,26.09.2009,247
Thais Sissman,11.02.2010,315
Thais Sissman,11.02.2010,727
Susan MacKendrick,30.06.2009,115
Susan MacKendrick,30.06.2009,9602
Mick Crebagga,04.03.2009,974
Henia Zydlo,06.10.2010,1625
Gary Hwang,30.10.2009,116
Mike Gockenbach,18.09.2010,39
Mike Gockenbach,18.09.2010,801
Mike Gockenbach,18.09.2010,1194
Mike Gockenbach,15.04.2011,377
Mike Gockenbach,15.04.2011,7339
Nora Pelletier,13.07.2011,137
Nora Pelletier,13.07.2011,204
Thea Hudgings,25.12.2009,2963
Thea Hudgings,25.12.2009,783
Maurice Satty,15.04.2011,34
Tom Zandusky,18.08.2009,245
Natalie Webber,01.02.2011,125
Michael Moore,30.12.2011,209
Gary Hwang,09.03.2012,266
Gary Hwang,09.03.2012,485
Jamie Frazer,15.12.2011,2039
Natalie Webber,18.01.2009,2843
Joseph Airdo,25.11.2011,40
Irene Maddox,17.07.2009,99
Tracy Zic,20.07.2010,174
Tracy Zic,20.07.2010,1811
Tracy Zic,20.07.2010,2643
Penelope Sewall,16.04.2010,614
Penelope Sewall,16.04.2010,154
Penelope Sewall,16.04.2010,140
Mick Crebagga,13.03.2011,1460
Mick Crebagga,13.03.2011,6660
Jill Stevenson,27.11.2012,2602
Steven Ward,02.01.2011,1227
Gary Hwang,13.04.2012,4279
Sean Braxton,22.08.2009,11
Sean Braxton,22.08.2009,1755
Linda Southworth,26.03.2011,205
Linda Southworth,26.03.2011,3981
Linda Southworth,26.03.2011,2458
Roy Skaria,06.02.2012,11036
Valerie Takahito,07.05.2009,116
Tanja Norvell,26.01.2009,4587
Tanja Norvell,26.01.2009,404
Tanja Norvell,26.01.2009,1243
Valerie Takahito,19.03.2012,175
Mike Gockenbach,26.05.2010,225
Ryan Crowe,09.05.2012,343
Ryan Crowe,09.05.2012,309
Troy Blackwell,03.12.2010,2478
Troy Blackwell,03.12.2010,49
Mike Gockenbach,13.01.2009,298
Valerie Dominguez,05.01.2009,257
Michael Oakman,23.11.2010,241
Gary McGarr,19.11.2011,94
Gary McGarr,19.11.2011,554
Henry Goldwyn,07.11.2009,153
Thais Sissman,21.04.2011,672
Thais Sissman,21.04.2011,262
Troy Blackwell,29.09.2012,1108
Jamie Frazer,19.09.2011,1120
Mick Crebagga,10.12.2012,3535
Mick Crebagga,10.12.2012,155
Mick Crebagga,05.02.2009,221
Joseph Airdo,20.05.2011,74
Joseph Airdo,20.05.2011,1529
Evan Bailliet,12.05.2009,855
Evan Bailliet,12.05.2009,197
Tracy Collins,26.10.2011,75
Roy Skaria,02.09.2011,6350
Irene Maddox,07.07.2011,1028
Meg Tillman,11.07.2012,346
Thea Hudgings,04.11.2009,249
Rachel Payne,31.10.2009,134
Tanja Norvell,19.10.2009,7828
Craig Molinari,28.02.2011,70
Craig Molinari,28.02.2011,60
Mike Gockenbach,28.08.2010,196
Nora Pelletier,30.04.2010,185
Nora Pelletier,30.04.2010,5145
Nora Pelletier,30.04.2010,1397
Valerie Takahito,03.01.2010,288
Valerie Takahito,03.01.2010,129
Valerie Takahito,03.01.2010,1012
Thea Hudgings,31.03.2009,31
Penelope Sewall,28.06.2012,7202
Joy Daniels,13.06.2011,3157
Joy Daniels,13.06.2011,303
Tanja Norvell,12.08.2012,2040
Russell D'Ascenzo,09.04.2010,273
Ryan Crowe,05.10.2012,123
Meg Tillman,27.07.2011,42
Linda Southworth,12.05.2012,5321
Tracy Zic,19.11.2012,3227
Tracy Zic,19.11.2012,135
Evan Bailliet,10.02.2009,104
Gary McGarr,17.10.2009,112
Jill Fjeld,04.01.2012,3532
Jill Fjeld,04.01.2012,501
Rachel Payne,09.09.2012,87
Joy Daniels,16.07.2010,157
Craig Molinari,29.10.2009,188
Gene McClure,19.11.2011,115
Jill Stevenson,08.10.2010,85
Rick Bensley,18.11.2011,672
Rick Bensley,18.11.2011,9541
Steven Cartwright,26.01.2012,1035
Steven Cartwright,26.01.2012,74
Eric Hoffmann,06.01.2010,114
Eric Hoffmann,06.01.2010,480
Michael Oakman,19.01.2012,67
Penelope Sewall,18.09.2012,162
Mick Crebagga,13.08.2010,45
Mick Crebagga,13.08.2010,163
Matthew Clasen,28.08.2009,124
Steven Ward,11.10.2011,7
Michael Oakman,24.11.2012,192
Mick Crebagga,27.04.2012,208
Mick Crebagga,27.04.2012,17
Ryan Crowe,22.02.2011,93
Troy Blackwell,29.04.2010,130
Joy Daniels,24.12.2012,93
Joy Daniels,24.12.2012,989
Rachel Payne,31.07.2010,1485
Nora Pelletier,07.04.2009,244
Nora Pelletier,07.04.2009,581
Thomas Brumley,10.03.2009,175
Thomas Brumley,10.03.2009,591
Phillip Flathmann,15.02.2009,47
Phillip Flathmann,15.02.2009,63
Darrin Martin,02.04.2012,565
Sean Braxton,29.11.2010,126
Sean Braxton,29.11.2010,577
Sean Braxton,29.11.2010,25
Julie Kriz,01.06.2009,49
Julie Kriz,01.06.2009,113
Ryan Crowe,02.12.2012,424
Gary Hwang,18.11.2011,620
Gene McClure,04.02.2009,119
Gene McClure,04.02.2009,214
Julie Kriz,05.08.2011,6427
Julie Kriz,05.08.2011,1331
Tracy Collins,21.04.2009,7842
Tracy Collins,21.04.2009,156
Linda Southworth,31.10.2010,207
Linda Southworth,31.10.2010,1031
Gene McClure,20.05.2010,461
Nora Pelletier,04.09.2010,278
Maurice Satty,18.10.2010,86
Henia Zydlo,05.06.2012,4567
Sean Braxton,28.03.2012,10414
Sean Braxton,28.03.2012,71
Troy Blackwell,07.07.2009,669
Tracy Collins,10.11.2009,642
Julie Kriz,30.03.2012,21206
Valerie Dominguez,09.07.2009,24
Valerie Dominguez,09.07.2009,173
Linda Southworth,10.06.2011,602
Michael Oakman,24.03.2009,61
Michael Oakman,24.03.2009,6196
Michael Moore,03.07.2009,299
Michael Moore,03.07.2009,709
Tanja Norvell,20.01.2009,2167
Russell Applegate,20.12.2011,70
Thomas Brumley,18.06.2011,236
Eric Barreto,01.11.2009,152
Nick Radford,28.04.2011,3583
Gene McClure,13.09.2011,149
Sanjit Engle,17.12.2012,304
Jill Stevenson,13.04.2012,16270
Jill Stevenson,13.04.2012,877
Jill Stevenson,13.04.2012,5001
Michael Oakman,30.11.2012,23300
Evan Bailliet,04.11.2009,331
Evan Bailliet,04.11.2009,78
Nora Pelletier,21.01.2012,111
Toby Knight,12.10.2009,104
Nick Radford,23.05.2011,301
Phillip Flathmann,11.03.2012,1876
Phillip Flathmann,11.03.2012,145
Denny Joy,05.03.2012,19462
Denny Joy,05.03.2012,314
Tracy Collins,10.06.2012,36
Tracy Collins,10.06.2012,235
Tracy Collins,10.06.2012,498
Linda Southworth,26.02.2011,6069
Rachel Payne,30.10.2009,34
Rick Bensley,13.11.2010,194
Michael Oakman,01.05.2010,414
Michael Oakman,01.05.2010,3340
Valerie Dominguez,08.02.2012,3601
Theresa Swint,03.03.2010,468
Theresa Swint,03.03.2010,284
Natalie Webber,09.08.2010,199
Maribeth Schnelling,10.02.2009,951
Thais Sissman,13.04.2012,16
Thais Sissman,13.04.2012,314
Thais Sissman,13.04.2012,202
Michael Oakman,18.06.2011,525
Michael Oakman,18.06.2011,62
Arthur Gainer,17.11.2010,100
Theresa Swint,30.12.2012,14
Eric Barreto,08.06.2010,86
Eric Barreto,08.06.2010,2032
Eric Barreto,08.06.2010,132
Rick Bensley,23.09.2012,529
Rick Bensley,23.09.2012,5975
Rick Bensley,23.09.2012,721
Eric Barreto,12.04.2012,3849
Rick Bensley,24.09.2011,1208
Matthew Clasen,12.08.2012,70
Theresa Swint,02.03.2009,199
Mick Crebagga,15.01.2011,926
Mick Crebagga,15.01.2011,282
Mick Crebagga,15.01.2011,6502
Gary Hwang,11.06.2010,1244
Thea Hudgings,14.03.2009,1933
Arthur Gainer,02.07.2009,602
Arthur Gainer,02.07.2009,157
Sue Ann Reed,30.07.2011,300
Tanja Norvell,26.02.2011,376
Tanja Norvell,26.02.2011,82
Nora Pelletier,16.07.2009,637
Nick Radford,13.09.2009,143
Nick Radford,13.09.2009,241
Nick Radford,13.09.2009,1913
Sean Braxton,28.01.2012,1592
Sean Braxton,28.01.2012,220
Mick Crebagga,07.03.2010,319
Katherine Ducich,17.11.2011,2379
Mick Crebagga,17.10.2011,4347
Rick Bensley,01.08.2012,146
Michael Moore,11.02.2009,9757
Tom Zandusky,25.11.2012,88
Tanja Norvell,12.12.2010,5824
Evan Bailliet,08.08.2009,1187
Henia Zydlo,31.10.2012,414
Tanja Norvell,18.07.2011,4800
Russell D'Ascenzo,31.05.2012,122
Mick Crebagga,25.02.2009,306
Mick Crebagga,25.02.2009,25
Evan Bailliet,13.08.2011,410
Natalie Webber,16.08.2011,1458
Victor Price,27.07.2011,5615
Troy Blackwell,07.03.2011,1692
Tanja Norvell,19.01.2011,242
Ross Baird,19.07.2010,1392
Gary Hwang,05.12.2009,9704
Gary Hwang,05.12.2009,212
Katherine Ducich,12.05.2012,143
Theresa Swint,02.07.2011,876
Natalie Webber,27.09.2011,106
Thais Sissman,11.03.2011,1337
Harry Marie,19.06.2010,839
Tracy Collins,12.03.2011,8674
Linda Southworth,18.01.2012,156
Linda Southworth,18.01.2012,1333
Linda Southworth,18.01.2012,117
Tracy Collins,24.08.2011,168
Jamie Frazer,12.11.2009,255
Rachel Payne,01.06.2011,470
Rachel Payne,01.06.2011,10855
Rachel Payne,01.06.2011,51
Rachel Payne,09.04.2011,196
Rachel Payne,09.04.2011,4993
Victor Price,06.03.2012,95
Natalie Webber,01.12.2009,68
Jack Garza,03.07.2011,16
Jack Garza,03.07.2011,631
Thais Sissman,10.02.2009,64
Thea Hudgings,21.01.2009,148
Steven Ward,01.01.2011,1164
Eric Hoffmann,15.09.2009,2545
Gary Hwang,28.06.2010,4281
Elpida Rittenbach,08.08.2011,1780
Toby Knight,15.02.2012,115
Toby Knight,15.02.2012,119
Toby Knight,19.09.2009,706
Toby Knight,19.09.2009,321
Joseph Airdo,01.09.2009,227
Joseph Airdo,01.09.2009,87
Valerie Takahito,14.12.2009,41
Valerie Takahito,14.12.2009,424
Phillip Flathmann,10.10.2009,53
Phillip Flathmann,10.10.2009,64
Phillip Flathmann,10.10.2009,2711
Natalie Webber,06.02.2011,86
Natalie Webber,06.02.2011,87
Russell Applegate,08.12.2011,1718
Russell Applegate,08.12.2011,1978
Thais Sissman,13.04.2009,29
Jamie Frazer,19.10.2010,567
Russell Applegate,22.01.2009,135
Russell Applegate,22.01.2009,8865
Jack Garza,05.10.2012,10349
Steven Cartwright,21.10.2011,1259
Helen Andreada,07.03.2012,831
Helen Andreada,07.03.2012,80
Sean Braxton,30.09.2011,800
Sean Braxton,30.09.2011,1689
Linda Southworth,18.11.2009,42
Joseph Airdo,22.07.2009,4009
Roland Murray,20.02.2010,11
Jack Garza,09.05.2012,205
Jack Garza,09.05.2012,979
Thais Sissman,13.02.2009,333
Russell D'Ascenzo,23.07.2012,466
Rachel Payne,17.05.2012,130
Arthur Gainer,18.08.2010,45
Arthur Gainer,18.08.2010,148
Steven Ward,28.02.2009,1420
Arthur Gainer,10.03.2011,155
Arthur Gainer,10.03.2011,1638
Tracy Collins,20.02.2009,479
Rick Bensley,01.04.2011,1719
Emily Ducich,01.01.2010,1193
Thea Hudgings,29.08.2012,1008
Sanjit Engle,07.12.2009,534
Jill Fjeld,31.10.2012,170
Susan MacKendrick,29.12.2010,9060
Susan MacKendrick,29.12.2010,368
Susan MacKendrick,29.12.2010,14
Susan MacKendrick,29.12.2010,168
Peter Fuller,28.12.2010,599
Sam Craven,19.05.2011,1310
Sam Craven,19.05.2011,806
Mitch Willingham,04.07.2009,3909
Mitch Willingham,29.05.2009,41
Sam Craven,05.05.2012,295
Sam Craven,05.05.2012,247
John Dryer,03.09.2010,2004
John Dryer,03.09.2010,3842
Susan Gilcrest,30.01.2010,2053
Susan Gilcrest,30.01.2010,3206
Ken Heidel,16.06.2011,289
Patrick Ryan,27.02.2010,139
Randy Bradley,09.11.2010,41
William Brown,25.07.2012,1735
Rick Hansen,23.07.2011,255
Ken Heidel,02.12.2012,18316
Toby Grace,18.08.2012,206
Toby Grace,18.08.2012,124
Joseph Holt,28.08.2011,320
Patrick Ryan,12.10.2010,90
Patrick Ryan,12.10.2010,806
Maya Herman,11.02.2012,3332
Rick Hansen,28.01.2012,623
Peter Fuller,18.04.2009,2130
Patrick Ryan,16.01.2010,151
Patrick Ryan,16.01.2010,133
William Brown,20.12.2012,1184
William Brown,20.12.2012,514
John Dryer,16.03.2009,82
Rick Hansen,12.09.2011,1908
Ashley Jarboe,30.03.2009,3449
Maya Herman,21.10.2009,15
Maya Herman,21.10.2009,922
Ken Heidel,28.05.2011,210
Ken Heidel,28.05.2011,225
Sam Craven,31.07.2010,951
Randy Bradley,27.05.2010,12044
Randy Bradley,27.05.2010,195
Maya Herman,15.08.2009,190
Maya Herman,15.08.2009,398
Mitch Willingham,01.05.2009,529
Mitch Willingham,01.05.2009,107
Toby Grace,20.06.2011,1390
William Brown,25.10.2009,128
Sam Craven,08.09.2010,83
Sam Craven,08.09.2010,141
Joseph Holt,26.09.2009,1842
Rick Hansen,22.12.2012,476
Ashley Jarboe,04.04.2010,169
Rick Hansen,12.08.2010,582
Rick Hansen,12.08.2010,19
Peter Fuller,03.10.2011,943
Peter Fuller,03.10.2011,14494
Joseph Holt,16.11.2010,7265
Randy Bradley,27.08.2010,852
Randy Bradley,29.12.2010,209
Ashley Jarboe,31.10.2011,200
Toby Grace,27.07.2012,5846
Randy Bradley,16.06.2009,707
John Dryer,20.01.2010,1039
John Dryer,20.01.2010,114
John Dryer,20.01.2010,30
Patrick Ryan,16.10.2012,229
John Dryer,11.10.2009,1352
John Dryer,11.10.2009,595
Pauline Webber,28.01.2011,12125
William Brown,21.08.2010,2095
Matt Collister,22.11.2011,274
Kean Takahito,08.04.2010,452
Patrick Ryan,04.02.2010,496
Patrick Ryan,04.02.2010,1646
Maya Herman,12.09.2012,238
Maya Herman,12.09.2012,144
William Brown,23.02.2010,439
William Brown,23.02.2010,417
Julia Dunbar,28.01.2010,217
Susan Gilcrest,15.08.2011,162
Rick Hansen,29.04.2012,588
Rick Hansen,29.04.2012,2171
Nick Zandusky,06.02.2009,950
Nick Zandusky,06.02.2009,706
Ashley Jarboe,23.07.2011,59
Ashley Jarboe,23.07.2011,95
Patrick Ryan,17.04.2011,22
Patrick Ryan,17.04.2009,17854
William Brown,26.09.2009,540
Peter Fuller,23.09.2010,4621
William Brown,04.02.2011,2503
Mitch Willingham,02.05.2010,3017
Mitch Willingham,02.05.2010,49
Neoma Murray,09.12.2012,6095
Neoma Murray,09.12.2012,3776
Neoma Murray,09.12.2012,1488
Neoma Murray,28.05.2012,251
William Brown,22.11.2011,108
Peter Fuller,08.10.2009,69
Randy Bradley,10.08.2012,4359
Mitch Willingham,25.08.2011,3046
Mitch Willingham,25.08.2011,354
William Brown,19.09.2011,637
William Brown,19.09.2011,2614
William Brown,20.10.2009,12073
William Brown,20.10.2009,6685
William Brown,20.10.2009,1176
John Dryer,02.10.2010,178
Peter Fuller,02.12.2011,472
Matt Collister,22.07.2009,505
Matt Collister,22.07.2009,287
Patrick Ryan,28.12.2011,980
Rick Hansen,08.09.2009,353
Pauline Webber,22.03.2011,30
Nick Zandusky,03.08.2009,4547
Sam Craven,18.01.2010,430
Sam Craven,18.01.2010,1221
Pauline Webber,13.02.2012,128
Patrick Ryan,12.09.2009,292
Kean Takahito,01.07.2009,253
Kean Takahito,01.07.2009,6865
Julia Dunbar,21.07.2009,3362
Nick Zandusky,20.06.2009,118
Nick Zandusky,20.06.2009,121
Matt Collister,14.03.2012,1334
Matt Collister,14.03.2012,6553
John Dryer,23.08.2009,588
Julia Dunbar,09.06.2010,2208
Julia Dunbar,09.06.2010,140
Julia Dunbar,09.06.2010,15
William Brown,23.03.2009,1760
William Brown,23.03.2009,89
Peter Fuller,21.03.2010,508
Peter Fuller,21.03.2010,281
Peter Fuller,21.03.2010,277
Neoma Murray,30.08.2010,1912
Neoma Murray,30.08.2010,121
Neoma Murray,30.08.2010,246
Peter Fuller,02.10.2011,29
Peter Fuller,02.10.2011,75
Maya Herman,06.12.2010,851
Patrick Ryan,26.05.2011,68
Nick Zandusky,02.12.2009,2567
Peter Fuller,25.07.2011,1244
Peter Fuller,25.07.2011,982
Peter Fuller,25.07.2011,302
Peter Fuller,17.06.2011,1307
John Dryer,13.03.2010,436
John Dryer,13.03.2010,364
Matt Collister,19.04.2009,750
Rick Hansen,05.05.2011,94
Rick Hansen,05.05.2011,277
Mitch Willingham,23.09.2009,1929
Patrick Ryan,15.05.2010,59
Toby Grace,28.06.2012,6892
John Dryer,29.05.2009,801
Neoma Murray,06.10.2012,5519
Nick Zandusky,12.06.2011,188
Peter Fuller,13.01.2012,163
Peter Fuller,13.01.2012,24560
Peter Fuller,13.01.2012,1218
Peter Fuller,13.01.2012,442
Julia Dunbar,08.10.2010,834
Mitch Willingham,13.07.2012,13935
Mitch Willingham,13.07.2012,1234
Mitch Willingham,13.07.2012,2377
William Brown,09.10.2010,135
Toby Grace,24.09.2012,3671
Nick Zandusky,27.08.2010,5446
William Brown,29.10.2009,1169
Rick Hansen,27.03.2011,136
Rick Hansen,27.03.2011,122
Maya Herman,26.02.2012,204
Susan Gilcrest,08.01.2010,288
Nick Zandusky,28.03.2009,172
William Brown,07.10.2012,36
William Brown,21.05.2010,2173
William Brown,21.05.2010,623
William Brown,21.05.2010,40
Rick Hansen,13.06.2009,1609
Rick Hansen,13.06.2009,38
Maya Herman,12.08.2012,162
Sam Craven,12.12.2010,917
Sung Chung,20.09.2009,129
Sung Chung,20.09.2009,203
Sung Chung,20.09.2009,2753
Darrin Van Huff,16.06.2011,89
Brian Moss,04.03.2012,910
Brian Moss,18.10.2009,1412
Brian Moss,18.10.2009,2115
Brian Moss,18.10.2009,1247
Max Ludwig,04.01.2011,169
Max Ludwig,04.01.2011,8252
Brian Moss,21.06.2010,77
Michelle Moray,14.03.2009,7224
Michelle Moray,14.03.2009,934
Eva Jacobs,13.04.2012,1307
Eva Jacobs,13.04.2012,41
Eva Jacobs,03.01.2012,2354
Craig Rider,16.03.2011,1558
Max Ludwig,28.10.2009,1371
Max Ludwig,28.10.2009,173
Michelle Moray,04.08.2010,1373
Michelle Moray,30.03.2010,88
Michelle Moray,30.03.2010,800
Maribeth Yedwab,09.01.2011,382
Michelle Moray,10.01.2009,1009
Michelle Moray,10.01.2009,15137
Cindy Schnelling,12.01.2009,1030
Eugene Moren,30.07.2010,89
Eugene Moren,30.07.2010,106
Eugene Moren,18.11.2010,9107
Darrin Van Huff,17.12.2009,71
Cindy Schnelling,29.09.2011,1597
Cindy Schnelling,29.09.2011,78
Michelle Moray,20.11.2009,3300
Michelle Moray,20.11.2009,332
Maribeth Yedwab,22.04.2010,251
